hostname,hasFingerprinting,hasSecurityAttribute,blocked
axar.az,false,true,false
opencv.org,false,false,false
all.biz,false,false,false
hizliresim.com,false,false,false
fiu.edu,false,false,false
rsload.net,false,false,false
ce.cn,false,false,false
tonkosti.ru,false,false,false
chatango.com,false,false,false
uc.pt,false,false,false
audioblocks.com,true,true,false
iitb.ac.in,false,false,false
m.ce.cn,false,false,false
twizz.ru,false,false,false
medsci.cn,false,false,false
defimedia.info,false,false,false
granma.cu,false,false,false
hardwarezone.com.sg,false,false,false
adpixo.com,false,false,false
hdfilmizletc.com,false,false,false
eventim.de,false,false,true
slaati.com,false,false,false
m.medsci.cn,false,false,false
sexv.video,false,false,false
vidz7.com,false,false,false
matplotlib.org,false,false,false
hodu12.com,false,false,true
mysku.ru,true,false,false
m.defimedia.info,false,false,false
recommendedforyou.xyz,false,false,false
erodate.pl,false,false,false
morganstanley.com,false,false,false
avon.ru,false,false,false
falabella.com,true,false,false
persianblog.ir,false,false,false
segundamano.mx,true,false,false
eleftherostypos.gr,false,false,false
rarbgunblocked.org,false,false,true
adslzone.net,false,false,false
b17.ru,false,false,false
dnaindia.com,false,false,false
gomiblog.com,false,false,true
antena3.com,true,true,false
dobreprogramy.pl,true,true,false
expresstabloid.ba,false,false,false
weatherbug.com,false,true,false
aigei.com,false,false,false
cashbery.com,false,false,false
beritasatu.com,false,false,false
advanceautoparts.com,false,false,true
gunbroker.com,false,false,false
jamiiforums.com,false,false,false
shangxueba.com,false,false,false
kmib.co.kr,false,false,false
chushou.tv,false,false,false
batepapo.uol.com.br,true,false,false
zdic.net,false,false,false
fptplay.vn,false,false,false
nielit.gov.in,false,false,false
administradores.com.br,true,false,false
huihui.cn,false,false,false
jbzdy.pl,true,true,false
stirileprotv.ro,true,true,false
cronista.com,false,false,false
putlockerr.is,false,false,false
uzzf.com,false,false,false
www5.putlockerr.is,false,true,false
dilei.it,false,false,false
tuliu.com,false,false,false
wmj.ru,false,false,false
ahrefs.com,false,true,false
liveuamap.com,false,true,false
javwhores.com,true,false,false
vodafone.com.tr,false,false,false
millenniumbcp.pt,false,false,false
wanyx.com,false,false,false
ind.millenniumbcp.pt,false,false,false
bongdaplus.vn,true,false,false
downcc.com,false,false,false
petco.com,true,true,false
